,well_id,results,chemical,date,units,qualifer,rl,latitude,longitude,well_type,well_depth_ft,top_of_screen_ft,screen_length_ft,source,source_name,other_names
214108,SOSA-04,0.005,ALACL,2006-06-06,UG/L,<,0.005,35.34641667,-118.37872222,MUNICIPAL,540.0,300.0,240.0,USGS,SOSA-04,SOSA-04
214117,CLABCB-01,0.06,ACETAMPHEN,2006-08-09,UG/L,<,0.06,34.00636111,-118.33494444,MUNICIPAL,456.0,200.0,256.0,USGS,CLABCB-01,CLABCB-01
214140,SAM-05,0.04,ALBUTEROL,2005-04-04,UG/L,<,0.04,38.39685517,-121.37106215,MUNICIPAL,264.0,200.0,60.0,USGS,SAM-05,SAM-05
214197,SDALLV-15,0.005,ALACL,2004-07-27,UG/L,<,0.005,32.60986111,-116.47297222,MUNICIPAL,107.0,54.0,53.0,USGS,SDALLV-15,SDALLV-15
214198,SDALLV-15,0.04,ALBUTEROL,2004-07-27,UG/L,<,0.04,32.60986111,-116.47297222,MUNICIPAL,107.0,54.0,53.0,USGS,SDALLV-15,SDALLV-15
214220,MSMB-01,0.005,ALACL,2005-08-04,UG/L,<,0.005,36.59775,-121.83455556,MUNICIPAL,280.0,0.0,0.0,USGS,MSMB-01,MSMB-01
214299,MER-07,0.005,ALACL,2006-04-06,UG/L,<,0.005,37.23358333,-120.32452778,MUNICIPAL,0.0,0.0,0.0,USGS,MER-07,MER-07
214314,NSFWG-14,0.005,ALACL,2004-11-04,UG/L,<,0.005,38.31838889,-122.85397222,MUNICIPAL,295.0,155.0,140.0,USGS,NSFWG-14,NSFWG-14
214358,CLABOC-03,0.06,ACETAMPHEN,2006-08-23,UG/L,<,0.06,33.84611111,-117.93111111,MUNICIPAL,450.0,309.0,116.0,USGS,CLABOC-03,CLABOC-03
214366,USAWB-05,0.06,ACETAMPHEN,2006-11-28,UG/L,<,0.06,34.20677778,-117.33194444,MUNICIPAL,0.0,0.0,0.0,USGS,USAWB-05,USAWB-05
214391,CLABWB-05,0.06,17DIMETHYLX,2006-09-12,UG/L,<,0.06,33.926,-118.33647222,MUNICIPAL,800.0,340.0,390.0,USGS,CLABWB-05,CLABWB-05
214400,SCRV-14,0.005,ALACL,2007-04-09,UG/L,<,0.005,34.23330556,-118.99888889,MUNICIPAL,830.0,512.0,228.0,USGS,SCRV-14,SCRV-14
214438,SCRC-U12,0.02,24D,2008-07-21,UG/L,<,0.02,34.73869444,-120.52952778,MUNICIPAL,77.0,72.0,5.0,USGS,SCRC-U12,SCRC-U12
214499,USAWB-03,0.06,ACETAMPHEN,2006-11-28,UG/L,<,0.06,34.24008333,-117.44016667,MUNICIPAL,199.0,45.0,130.0,USGS,USAWB-03,USAWB-03
214558,KERN-25,0.06,17DIMETHYLX,2006-02-27,UG/L,<,0.06,35.25241667,-118.84447222,MUNICIPAL,900.0,639.0,261.0,USGS,KERN-25,KERN-25
214580,NAMFP-11,0.04,ALBUTEROL,2005-04-19,UG/L,<,0.04,38.58833333,-121.36833333,MUNICIPAL,264.0,241.0,-241.0,USGS,NAMFP-11,NAMFP-11
214594,NSFVPFP-04,0.06,17DIMETHYLX,2004-09-13,UG/L,<,0.06,38.47219444,-123.01688889,MUNICIPAL,99.0,75.0,20.0,USGS,NSFVPFP-04,NSFVPFP-04
214595,NSFVPFP-04,0.04,ALBUTEROL,2004-09-13,UG/L,<,0.04,38.47219444,-123.01688889,MUNICIPAL,99.0,75.0,20.0,USGS,NSFVPFP-04,NSFVPFP-04
214727,MOJO-45,0.006,ALACL,2008-03-27,UG/L,<,0.006,34.91447222,-117.02083333,MUNICIPAL,200.0,0.0,0.0,USGS,MOJO-45,MOJO-45
214740,COLOR-15,0.2,AG,2007-11-29,UG/L,<,0.1,32.81281117,-114.54832551,MUNICIPAL,0.0,0.0,0.0,USGS,COLOR-15,COLOR-15
214751,COLOR-03,0.1,AG,2007-10-02,UG/L,<,0.1,32.73802778,-114.63883333,MUNICIPAL,512.0,437.0,60.0,USGS,COLOR-03,COLOR-03
214808,ANT-12,49.8,AL,2008-01-30,UG/L,,1.6,34.6645,-118.07280556,MUNICIPAL,1200.0,0.0,0.0,USGS,ANT-12,ANT-12
214842,ANT-04,0.1,AG,2008-01-29,UG/L,<,0.1,34.80922222,-118.25497222,MUNICIPAL,765.0,0.0,0.0,USGS,ANT-04,ANT-04
214843,ANT-04,0.04,ALBUTEROL,2008-01-29,UG/L,<,0.04,34.80922222,-118.25497222,MUNICIPAL,765.0,0.0,0.0,USGS,ANT-04,ANT-04
214907,ANT-42,3.0,AL,2018-04-18,UG/L,<,3.0,34.78294444,-118.28133333,MUNICIPAL,0.0,0.0,0.0,USGS,ANT-42,ANT-42
214957,ANT-07,0.1,AG,2008-01-29,UG/L,<,0.1,34.835,-118.21583333,MUNICIPAL,527.0,0.0,0.0,USGS,ANT-07,ANT-07
214996,ANT-48,0.06,17DIMETHYLX,2008-03-18,UG/L,<,0.06,34.86288889,-118.21575,MUNICIPAL,0.0,0.0,0.0,USGS,ANT-48,ANT-48
215011,ANT-14,0.006,ALACL,2008-01-31,UG/L,<,0.006,34.78411111,-118.16638889,MUNICIPAL,470.0,0.0,0.0,USGS,ANT-14,ANT-14
215054,ANT-41,0.006,ALACL,2008-03-03,UG/L,<,0.006,34.68880556,-118.29111111,MUNICIPAL,0.0,0.0,0.0,USGS,ANT-41,ANT-41
215142,NOCO-CO-06,0.008,AG,2009-08-06,UG/L,<,0.008,39.29930556,-123.792,MUNICIPAL,37.0,20.0,17.0,USGS,NOCO-CO-06,NOCO-CO-06
215143,NOCO-CO-06,0.008,ALACL,2009-08-06,UG/L,<,0.008,39.29930556,-123.792,MUNICIPAL,37.0,20.0,17.0,USGS,NOCO-CO-06,NOCO-CO-06
215163,BV-03,5.0,AG,2018-11-08,UG/L,<,1.0,33.34926389,-116.40034444,MUNICIPAL,350.0,150.0,200.0,USGS,BV-03,BV-03
215187,BV-05,0.008,ALACL,2012-10-18,UG/L,<,0.008,33.22603056,-116.34831667,MUNICIPAL,580.0,248.0,320.0,USGS,BV-05,BV-05
215201,BV-07,10.3,AL,2009-12-03,UG/L,,3.4,33.19086111,-116.28672222,MUNICIPAL,378.0,0.0,0.0,USGS,BV-07,BV-07
215230,BV-04,0.06,ACETAMPHEN,2009-10-29,UG/L,<,0.06,33.21831944,-116.392225,MUNICIPAL,630.0,420.0,210.0,USGS,BV-04,BV-04
215231,BV-04,0.04,ALBUTEROL,2009-10-29,UG/L,<,0.04,33.21831944,-116.392225,MUNICIPAL,630.0,420.0,210.0,USGS,BV-04,BV-04
215261,BV-01,0.008,ALACL,2009-10-19,UG/L,<,0.008,33.19811111,-116.29594444,MUNICIPAL,0.0,0.0,0.0,USGS,BV-01,BV-01
215292,CAMP-LU-07,0.01,AG,2010-07-27,UG/L,<,0.01,41.78489954,-122.00578476,MUNICIPAL,87.0,59.0,28.0,USGS,CAMP-LU-07,CAMP-LU-07
215322,COAU-04,0.005,ALACL,2007-03-06,UG/L,<,0.005,33.7455,-116.21191667,MUNICIPAL,400.0,280.0,120.0,USGS,COAU-04,COAU-04
215446,COAU-15,0.04,ALDICARB,2007-03-28,UG/L,<,0.04,33.70730556,-116.37766667,MUNICIPAL,700.0,400.0,300.0,USGS,COAU-15,COAU-15
215467,COA-19,0.1,AG,2007-03-29,UG/L,<,0.1,33.89975,-116.36461111,MUNICIPAL,0.0,0.0,0.0,USGS,COA-19,COA-19
215490,COAU-07,0.1,AG,2007-03-13,UG/L,<,0.1,33.92222222,-116.69938889,MUNICIPAL,553.0,225.0,328.0,USGS,COAU-07,COAU-07
215514,COA-16,6.9,AL,2007-03-15,UG/L,,1.6,33.78638889,-116.17947222,MUNICIPAL,650.0,300.0,350.0,USGS,COA-16,COA-16
215537,COA-16,4.0,AL,2011-01-05,UG/L,,1.7,33.78638889,-116.17947222,MUNICIPAL,650.0,300.0,350.0,USGS,COA-16,COA-16
215538,COA-16,0.008,ALACL,2011-01-05,UG/L,<,0.008,33.78638889,-116.17947222,MUNICIPAL,650.0,300.0,350.0,USGS,COA-16,COA-16
215569,COA-15,0.04,ALDICARB,2007-03-14,UG/L,<,0.04,33.92452778,-116.54063889,MUNICIPAL,400.0,180.0,200.0,USGS,COA-15,COA-15
215592,COA-15,0.005,AG,2011-01-06,UG/L,<,0.005,33.92452778,-116.54063889,MUNICIPAL,400.0,180.0,200.0,USGS,COA-15,COA-15
215693,COAU-10,2.8,AL,2007-03-20,UG/L,,1.6,33.95083333,-116.51836111,MUNICIPAL,1070.0,410.0,640.0,USGS,COAU-10,COAU-10
215694,COAU-10,0.005,ALACL,2007-03-20,UG/L,<,0.005,33.95083333,-116.51836111,MUNICIPAL,1070.0,410.0,640.0,USGS,COAU-10,COAU-10
215749,COAU-08,0.06,ACETAMPHEN,2007-03-14,UG/L,<,0.06,33.78591667,-116.53619444,MUNICIPAL,730.0,476.0,250.0,USGS,COAU-08,COAU-08
215771,COA-18,0.06,17DIMETHYLX,2007-03-19,UG/L,<,0.06,33.63952778,-116.0865,MUNICIPAL,790.0,280.0,510.0,USGS,COA-18,COA-18
215772,COA-18,0.1,AG,2007-03-19,UG/L,<,0.1,33.63952778,-116.0865,MUNICIPAL,790.0,280.0,510.0,USGS,COA-18,COA-18
215773,COA-18,0.04,ALBUTEROL,2007-03-19,UG/L,<,0.04,33.63952778,-116.0865,MUNICIPAL,790.0,280.0,510.0,USGS,COA-18,COA-18
215795,COA-13,0.005,ALACL,2007-03-12,UG/L,<,0.005,33.92311111,-116.8135,MUNICIPAL,890.0,510.0,360.0,USGS,COA-13,COA-13
215817,COAU-12,0.06,17DIMETHYLX,2007-03-22,UG/L,<,0.06,34.024002780000004,-116.89013056,MUNICIPAL,160.0,55.0,100.0,USGS,COAU-12,COAU-12
215818,COAU-12,0.04,ALBUTEROL,2007-03-22,UG/L,<,0.04,34.024002780000004,-116.89013056,MUNICIPAL,160.0,55.0,100.0,USGS,COAU-12,COAU-12
215836,COA-01,0.04,24D,2007-02-27,UG/L,<,0.04,33.92569444,-116.78875,MUNICIPAL,1200.0,900.0,300.0,USGS,COA-01,COA-01
215882,CLABDA-02,0.06,ACETAMPHEN,2006-08-08,UG/L,<,0.06,34.03127778,-118.45966667,MUNICIPAL,550.0,210.0,320.0,USGS,CLABDA-02,CLABDA-02
215883,CLABDA-02,1.0,AL,2006-08-08,UG/L,<,1.0,34.03127778,-118.45966667,MUNICIPAL,550.0,210.0,320.0,USGS,CLABDA-02,CLABDA-02
215884,CLABDA-02,0.15,ALDICARB,2006-08-08,UG/L,<,0.15,34.03127778,-118.45966667,MUNICIPAL,550.0,210.0,320.0,USGS,CLABDA-02,CLABDA-02
215901,CLABDA-02,0.12,ACETAMPHEN,2010-08-24,UG/L,<,0.12,34.03127778,-118.45966667,MUNICIPAL,550.0,210.0,320.0,USGS,CLABDA-02,CLABDA-02
215928,CLABDA-06,0.2,AG,2006-11-15,UG/L,<,0.1,33.99388889,-118.37925,MUNICIPAL,440.0,260.0,170.0,USGS,CLABDA-06,CLABDA-06
215940,CLABWB-04,1.5,AL,2006-09-12,UG/L,<,1.6,33.98202778,-118.38686111,MUNICIPAL,620.0,200.0,400.0,USGS,CLABWB-04,CLABWB-04
215969,CLABWB-04,0.008,ALACL,2016-07-26,UG/L,<,0.008,33.98202778,-118.38686111,MUNICIPAL,620.0,200.0,400.0,USGS,CLABWB-04,CLABWB-04
215996,CLABWB-07,0.06,17DIMETHYLX,2006-11-14,UG/L,<,0.06,33.77680556,-118.28997222,MUNICIPAL,822.0,630.0,170.0,USGS,CLABWB-07,CLABWB-07
215997,CLABWB-07,0.06,ACETAMPHEN,2006-11-14,UG/L,<,0.06,33.77680556,-118.28997222,MUNICIPAL,822.0,630.0,170.0,USGS,CLABWB-07,CLABWB-07
216044,CLABOC-13,0.01,AG,2010-08-26,UG/L,<,0.01,33.86238889,-117.82816667,MUNICIPAL,420.0,90.0,316.0,USGS,CLABOC-13,CLABOC-13
216060,CLABOC-13,0.02,AG,2016-07-21,UG/L,<,0.02,33.86238889,-117.82816667,MUNICIPAL,420.0,90.0,316.0,USGS,CLABOC-13,CLABOC-13
216080,CLABOC-23,0.04,ALBUTEROL,2006-11-13,UG/L,<,0.04,33.92386111,-117.95888889,MUNICIPAL,970.0,460.0,490.0,USGS,CLABOC-23,CLABOC-23
216098,CLABOC-17,0.04,ALBUTEROL,2006-08-31,UG/L,<,0.04,33.86320278,-117.85016944,MUNICIPAL,1230.0,530.0,680.0,USGS,CLABOC-17,CLABOC-17
216116,NOCO-IN-25,0.008,AG,2009-07-22,UG/L,<,0.008,38.76258333,-122.60747222,MUNICIPAL,283.0,56.0,161.0,USGS,NOCO-IN-25,NOCO-IN-25
216208,NOCO-CO-17,4.0,AL,2009-08-27,UG/L,<,4.0,40.54291667,-124.06975,MUNICIPAL,50.0,0.0,0.0,USGS,NOCO-CO-17,NOCO-CO-17
216266,USAWE-03,0.06,17DIMETHYLX,2006-12-06,UG/L,<,0.06,33.67816667,-117.38377778,MUNICIPAL,980.0,570.0,410.0,USGS,USAWE-03,USAWE-03
216267,USAWE-03,0.1,AG,2006-12-06,UG/L,<,0.1,33.67816667,-117.38377778,MUNICIPAL,980.0,570.0,410.0,USGS,USAWE-03,USAWE-03
216282,OIW-01,0.005,ALACL,2006-10-16,UG/L,<,0.005,35.64736111,-117.72038889,MUNICIPAL,850.0,320.0,510.0,USGS,OIW-01,OIW-01
216311,OIWU-03,0.2,AG,2006-10-19,UG/L,<,0.1,35.65444444,-117.79527778,MUNICIPAL,920.0,600.0,300.0,USGS,OIWU-03,OIWU-03
216377,OIW-08,2.0,AL,2006-10-30,UG/L,,1.6,35.71613889,-117.83691667,MUNICIPAL,190.0,0.0,0.0,USGS,OIW-08,OIW-08
216470,OIW-05,0.008,ALACL,2010-10-27,UG/L,<,0.008,35.60023344,-117.81145559999999,MUNICIPAL,1020.0,0.0,0.0,USGS,OIW-05,OIW-05
216503,OIW-02,0.1,AG,2006-10-17,UG/L,<,0.1,35.64383333,-117.81727778,MUNICIPAL,480.0,310.0,160.0,USGS,OIW-02,OIW-02
216504,OIW-02,0.005,ALACL,2006-10-17,UG/L,<,0.005,35.64383333,-117.81727778,MUNICIPAL,480.0,310.0,160.0,USGS,OIW-02,OIW-02
216579,OIW-09,0.005,ALACL,2006-10-31,UG/L,<,0.005,35.66925,-117.87297222,MUNICIPAL,0.0,0.0,0.0,USGS,OIW-09,OIW-09
216585,OIW-04,0.9,AL,2006-10-18,UG/L,<,1.6,35.80186111,-117.87175,MUNICIPAL,400.0,320.0,80.0,USGS,OIW-04,OIW-04
216603,NOCO-CO02,0.008,ALACL,2019-07-15,UG/L,<,0.008,38.98113889,-123.70322222,MUNICIPAL,,,,USGS,NOCO-CO02,NOCO-CO02
216621,NOCO-CO-02,0.008,AG,2009-07-30,UG/L,<,0.008,38.98113889,-123.70322222,MUNICIPAL,55.0,35.0,20.0,USGS,NOCO-CO-02,NOCO-CO-02
216638,NOCO-CO-02,0.005,AG,2012-05-10,UG/L,<,0.005,38.98113889,-123.70322222,MUNICIPAL,55.0,35.0,20.0,USGS,NOCO-CO-02,NOCO-CO-02
216639,NOCO-CO-02,0.008,ALACL,2012-05-10,UG/L,<,0.008,38.98113889,-123.70322222,MUNICIPAL,55.0,35.0,20.0,USGS,NOCO-CO-02,NOCO-CO-02
216652,GIL-05,0.006,ALACL,2008-08-13,UG/L,<,0.006,36.83930556,-121.52691667,MUNICIPAL,0.0,0.0,0.0,USGS,GIL-05,GIL-05
216682,GIL-06,0.1,AG,2008-08-14,UG/L,<,0.1,36.94836111,-121.41119444,MUNICIPAL,0.0,0.0,0.0,USGS,GIL-06,GIL-06
216724,GIL-15,1.1,AL,2008-08-21,UG/L,<,1.6,36.92091667,-121.35830556,MUNICIPAL,382.0,360.0,22.0,USGS,GIL-15,GIL-15
216851,LUB-17,2.0,AL,2009-10-28,UG/L,=,3.4,32.88288889,-114.86247222,MUNICIPAL,584.0,484.0,100.0,USGS,LUB-17,LUB-17
216852,LUB-17,0.008,ALACL,2009-10-28,UG/L,<,0.008,32.88288889,-114.86247222,MUNICIPAL,584.0,484.0,100.0,USGS,LUB-17,LUB-17
216870,LUB-16,0.008,ALACL,2009-10-28,UG/L,<,0.008,32.70660748,-115.21815408,MUNICIPAL,105.0,0.0,105.0,USGS,LUB-16,LUB-16
216890,SCRVU-01,0.04,24D,2007-04-03,UG/L,<,0.04,34.22452778,-119.14013889,MUNICIPAL,820.0,400.0,420.0,USGS,SCRVU-01,SCRVU-01
216891,SCRVU-01,0.06,ACETAMPHEN,2007-04-03,UG/L,<,0.06,34.22452778,-119.14013889,MUNICIPAL,820.0,400.0,420.0,USGS,SCRVU-01,SCRVU-01
216892,SCRVU-01,0.04,ALBUTEROL,2007-04-03,UG/L,<,0.04,34.22452778,-119.14013889,MUNICIPAL,820.0,400.0,420.0,USGS,SCRVU-01,SCRVU-01
216893,SCRVU-01,0.04,ALDICARB,2007-04-03,UG/L,<,0.04,34.22452778,-119.14013889,MUNICIPAL,820.0,400.0,420.0,USGS,SCRVU-01,SCRVU-01
216929,NOCO-IN-05,0.008,ALACL,2009-06-08,UG/L,<,0.008,39.68822222,-123.48788889,MUNICIPAL,60.0,0.0,0.0,USGS,NOCO-IN-05,NOCO-IN-05
216991,LIV-06,0.06,ACETAMPHEN,2008-10-28,UG/L,<,0.06,37.67461111,-121.73480556,MUNICIPAL,0.0,0.0,0.0,USGS,LIV-06,LIV-06
216992,LIV-06,4.0,AL,2008-10-28,UG/L,<,4.0,37.67461111,-121.73480556,MUNICIPAL,0.0,0.0,0.0,USGS,LIV-06,LIV-06
217086,SCRC-U02,0.12,ALDICARB,2008-07-30,UG/L,<,0.12,34.66316667,-120.50175,MUNICIPAL,174.0,134.0,40.0,USGS,SCRC-U02,SCRC-U02
217113,S8_MOBS_R35,1.0,AG,2018-02-28,UG/L,<,1.0,34.42477778,-116.94405556,MUNICIPAL,220.5,200.0,20.0,USGS,S8_MOBS_R35,S8_MOBS_R35
217241,NOCO-CO-29,1.9,AL,2009-10-07,UG/L,=,3.4,40.89794444,-124.11930556,MUNICIPAL,200.0,0.0,0.0,USGS,NOCO-CO-29,NOCO-CO-29
217258,NOCO-CO-09,0.008,ALACL,2009-08-12,UG/L,<,0.008,40.81191667,-124.11088889,MUNICIPAL,397.0,356.0,20.0,USGS,NOCO-CO-09,NOCO-CO-09
217309,NOCO-CO-03,4.4,AL,2009-08-03,UG/L,,4.0,40.74333333,-124.19933333,MUNICIPAL,380.0,280.0,90.0,USGS,NOCO-CO-03,NOCO-CO-03
217342,NOCO-CO08,9.0,AL,2019-07-17,UG/L,,3.0,40.90325,-124.09013889,MUNICIPAL,,,,USGS,NOCO-CO08,NOCO-CO08
217372,NOCO-CO-25,4.0,AL,2009-09-17,UG/L,<,4.0,40.82846152,-124.08589387,MUNICIPAL,193.0,175.0,18.0,USGS,NOCO-CO-25,NOCO-CO-25
217481,MOJO-34,0.008,ALACL,2011-03-10,UG/L,<,0.008,34.33841667,-117.27380556,MUNICIPAL,0.0,0.0,0.0,USGS,MOJO-34,MOJO-34
217513,S8_MOBSU_U02,2.0,AG,2018-03-26,UG/L,<,1.0,34.86055833,-117.17085833,MUNICIPAL,99.5,90.0,10.0,USGS,S8_MOBSU_U02,S8_MOBSU_U02
217518,MOJO-12,0.04,ALBUTEROL,2008-02-11,UG/L,<,0.04,34.72705556,-117.34483333,MUNICIPAL,360.0,110.0,250.0,USGS,MOJO-12,MOJO-12
217543,S8_MOBS_F06,2.0,AG,2018-04-09,UG/L,<,1.0,34.89436111,-117.11466667,MUNICIPAL,195.0,80.0,115.0,USGS,S8_MOBS_F06,S8_MOBS_F06
217551,MOJO-19,0.06,17DIMETHYLX,2008-02-14,UG/L,<,0.06,34.53222222,-117.27416667,MUNICIPAL,420.0,160.0,20.0,USGS,MOJO-19,MOJO-19
217633,MOJOU-03,0.06,17DIMETHYLX,2008-03-11,UG/L,<,0.06,34.88076111,-116.96270556,MUNICIPAL,610.0,590.0,20.0,USGS,MOJOU-03,MOJOU-03
217634,MOJOU-03,0.006,ALACL,2008-03-11,UG/L,<,0.006,34.88076111,-116.96270556,MUNICIPAL,610.0,590.0,20.0,USGS,MOJOU-03,MOJOU-03
217635,MOJOU-03,0.04,ALBUTEROL,2008-03-11,UG/L,<,0.04,34.88076111,-116.96270556,MUNICIPAL,610.0,590.0,20.0,USGS,MOJOU-03,MOJOU-03
217649,S8_MOBSU_U01,2.0,AG,2018-03-26,UG/L,<,1.0,34.88076111,-116.96270556,MUNICIPAL,200.4,180.0,20.0,USGS,S8_MOBSU_U01,S8_MOBSU_U01
217650,S8_MOBSU_U01,30.0,AL,2018-03-26,UG/L,<,3.0,34.88076111,-116.96270556,MUNICIPAL,200.4,180.0,20.0,USGS,S8_MOBSU_U01,S8_MOBSU_U01
217688,NSFVPFP-03,0.06,17DIMETHYLX,2004-10-20,UG/L,<,0.06,38.58802778,-122.603,MUNICIPAL,25.0,13.0,12.0,USGS,NSFVPFP-03,NSFVPFP-03
217689,NSFVPFP-03,0.2,AG,2004-10-20,UG/L,<,0.2,38.58802778,-122.603,MUNICIPAL,25.0,13.0,12.0,USGS,NSFVPFP-03,NSFVPFP-03
217789,S-NSF-VP27,0.005,AG,2012-04-09,UG/L,<,0.005,38.33091667,-122.29855556,MUNICIPAL,,,,USGS,S-NSF-VP27,S-NSF-VP27
217790,S-NSF-VP27,0.008,ALACL,2012-04-09,UG/L,<,0.008,38.33091667,-122.29855556,MUNICIPAL,,,,USGS,S-NSF-VP27,S-NSF-VP27
217832,NSFVP-47,0.04,ALBUTEROL,2004-11-03,UG/L,<,0.04,38.58530556,-122.56938889,MUNICIPAL,79.0,0.0,0.0,USGS,NSFVP-47,NSFVP-47
217851,S-NSF-VP21,0.005,AG,2012-08-22,UG/L,<,0.005,38.330999999999996,-122.50588889,MUNICIPAL,,,,USGS,S-NSF-VP21,S-NSF-VP21
217880,S-NSF-VP22,2.2,AL,2012-07-10,UG/L,<,2.2,38.27352778,-122.46463889,MUNICIPAL,,,,USGS,S-NSF-VP22,S-NSF-VP22
217896,S-NSF-VP12,2.3,AL,2012-04-18,UG/L,,2.2,38.27605556,-122.61663889,MUNICIPAL,,,,USGS,S-NSF-VP12,S-NSF-VP12
217917,NSFVPFP-01,0.04,ALDICARB,2004-09-14,UG/L,<,0.04,38.40825,-122.80152778,MUNICIPAL,1040.0,410.0,610.0,USGS,NSFVPFP-01,NSFVPFP-01
217937,S-NSF-VP02,0.006,AG,2012-04-24,UG/L,,0.005,38.33177778,-122.69052778,MUNICIPAL,,,,USGS,S-NSF-VP02,S-NSF-VP02
217938,S-NSF-VP02,2.2,AL,2012-04-24,UG/L,<,2.2,38.33177778,-122.69052778,MUNICIPAL,,,,USGS,S-NSF-VP02,S-NSF-VP02
217954,NSFVP-35,0.2,AG,2004-10-18,UG/L,<,0.2,38.25675,-122.58505556,MUNICIPAL,300.0,85.0,215.0,USGS,NSFVP-35,NSFVP-35
217968,NSFVP-06,0.06,17DIMETHYLX,2004-09-01,UG/L,<,0.06,38.32613889,-122.67669444,MUNICIPAL,700.0,170.0,510.0,USGS,NSFVP-06,NSFVP-06
218023,NSFVP-22,3.4,AL,2014-11-19,UG/L,,3.0,38.23947222,-122.58897222,MUNICIPAL,502.0,60.0,442.0,USGS,NSFVP-22,NSFVP-22
218048,NSFVP-37,1.6,AL,2004-10-19,UG/L,<,1.6,38.30237778,-122.49400556,MUNICIPAL,360.0,60.0,290.0,USGS,NSFVP-37,NSFVP-37
218049,NSFVP-37,0.005,ALACL,2004-10-19,UG/L,<,0.005,38.30237778,-122.49400556,MUNICIPAL,360.0,60.0,290.0,USGS,NSFVP-37,NSFVP-37
218089,NSFVP-37,0.008,ALACL,2014-10-20,UG/L,<,0.008,38.30237778,-122.49400556,MUNICIPAL,360.0,60.0,290.0,USGS,NSFVP-37,NSFVP-37
218152,S-NSF-VP25,0.008,ALACL,2012-04-19,UG/L,<,0.008,38.19797283,-122.27552755,MUNICIPAL,,,,USGS,S-NSF-VP25,S-NSF-VP25
218198,S-NSF-H35,0.005,AG,2012-04-10,UG/L,<,0.005,38.47616667,-122.38936111,MUNICIPAL,,,,USGS,S-NSF-H35,S-NSF-H35
218216,S-NSF-VP08,0.005,AG,2012-06-11,UG/L,<,0.005,38.556999999999995,-122.83702778,MUNICIPAL,,,,USGS,S-NSF-VP08,S-NSF-VP08
218228,NSFVP-45,0.04,ALDICARB,2004-11-02,UG/L,<,0.04,38.35263889,-122.33630556,MUNICIPAL,0.0,0.0,0.0,USGS,NSFVP-45,NSFVP-45
218250,NSFVP-45,0.04,24D,2007-08-21,UG/L,<,0.04,38.35263889,-122.33630556,MUNICIPAL,0.0,0.0,0.0,USGS,NSFVP-45,NSFVP-45
218282,S-NSF-VP15,2.2,AL,2012-07-13,UG/L,<,2.2,38.45061111,-122.71033333,MUNICIPAL,,,,USGS,S-NSF-VP15,S-NSF-VP15
218296,NSFWGFP-01,0.06,ACETAMPHEN,2004-10-05,UG/L,<,0.06,38.39997222,-122.821,MUNICIPAL,528.0,138.0,390.0,USGS,NSFWGFP-01,NSFWGFP-01
218297,NSFWGFP-01,0.04,ALDICARB,2004-10-05,UG/L,<,0.04,38.39997222,-122.821,MUNICIPAL,528.0,138.0,390.0,USGS,NSFWGFP-01,NSFWGFP-01
218315,NSFWGFP-01,0.005,ALACL,2007-08-29,UG/L,<,0.005,38.39997222,-122.821,MUNICIPAL,528.0,138.0,390.0,USGS,NSFWGFP-01,NSFWGFP-01
218348,NSFVP-36,0.257,AG,2004-10-19,UG/L,,0.2,38.19813889,-122.31586111,MUNICIPAL,306.0,145.0,155.0,USGS,NSFVP-36,NSFVP-36
218412,S-NSF-VP18,6.7,AL,2012-07-26,UG/L,,2.2,38.80851763,-122.99749982,MUNICIPAL,,,,USGS,S-NSF-VP18,S-NSF-VP18
218458,NSFVP-32,0.2,AG,2004-10-07,UG/L,<,0.2,38.43147222,-122.39027778,MUNICIPAL,400.0,0.0,0.0,USGS,NSFVP-32,NSFVP-32
218542,NSFVOL-18,0.04,24D,2007-08-28,UG/L,<,0.04,38.51069444,-122.45372222,MUNICIPAL,670.0,135.0,525.0,USGS,NSFVOL-18,NSFVOL-18
218543,NSFVOL-18,0.04,ALDICARB,2007-08-28,UG/L,<,0.04,38.51069444,-122.45372222,MUNICIPAL,670.0,135.0,525.0,USGS,NSFVOL-18,NSFVOL-18
218600,NSFVP-33,0.2,AG,2004-10-07,UG/L,<,0.2,38.39730556,-122.36061111,MUNICIPAL,0.0,0.0,0.0,USGS,NSFVP-33,NSFVP-33
218601,NSFVP-33,0.005,ALACL,2004-10-07,UG/L,<,0.005,38.39730556,-122.36061111,MUNICIPAL,0.0,0.0,0.0,USGS,NSFVP-33,NSFVP-33
218616,S-NSF-VP11,3.6,AL,2012-04-24,UG/L,,2.2,38.39372222,-122.70133333,MUNICIPAL,,,,USGS,S-NSF-VP11,S-NSF-VP11
218648,S-NSF-VP09,2.3,AL,2012-08-22,UG/L,,2.2,38.53380556,-122.825,MUNICIPAL,,,,USGS,S-NSF-VP09,S-NSF-VP09
218722,NSFVP-50,1.6,AL,2004-11-18,UG/L,<,1.6,38.50233333,-122.46452778,MUNICIPAL,199.0,0.0,0.0,USGS,NSFVP-50,NSFVP-50
218745,NSFHOT-01,0.1,AG,2007-11-13,UG/L,<,0.1,38.57900833,-122.57651389,MUNICIPAL,200.0,0.0,0.0,USGS,NSFHOT-01,NSFHOT-01
218751,NSFVP-49,0.06,ACETAMPHEN,2004-11-17,UG/L,<,0.06,38.28258333,-122.28141667,MUNICIPAL,220.0,140.0,80.0,USGS,NSFVP-49,NSFVP-49
